Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2017,June,Ballarat,2 Community,27 Open Space,275 Other Open Space,53
2017,June,Ballarat,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1714
2017,June,Ballarat,2 Community,29 Other community location,291 Cemetery,8
2017,June,Ballarat,2 Community,29 Other community location,292 Civic Centre,11
2017,June,Ballarat,2 Community,29 Other community location,294 Car Wash,7
2017,June,Ballarat,3 Other,31 Admin/professional,311 Business Office,94
2017,June,Ballarat,3 Other,31 Admin/professional,312 Other Admin/Professional,16
2017,June,Ballarat,3 Other,32 Financial,321 Bank,12
2017,June,Ballarat,3 Other,32 Financial,323 ATM/Eftpos,7
2017,June,Ballarat,3 Other,32 Financial,324 Other Financial,4
2017,June,Ballarat,3 Other,33 Retail,331 Chemist/Pharmacy,34
2017,June,Ballarat,3 Other,33 Retail,3310 24Hr Convenience,14
2017,June,Ballarat,3 Other,33 Retail,3311 Restaurant/Fastfood,88
2017,June,Ballarat,3 Other,33 Retail,3312 Other Retail,327
2017,June,Ballarat,3 Other,33 Retail,332 Service Station,305
2017,June,Ballarat,3 Other,33 Retail,333 Jeweller,1
2017,June,Ballarat,3 Other,33 Retail,334 2nd Hand Dealer,7
2017,June,Ballarat,3 Other,33 Retail,335 Supermarket,143
2017,June,Ballarat,3 Other,33 Retail,336 Department Store,67
2017,June,Ballarat,3 Other,33 Retail,337 Shopping Complex,149
2017,June,Ballarat,3 Other,33 Retail,338 Car Sales Yard,50
2017,June,Ballarat,3 Other,33 Retail,339 Milkbar,11
2017,June,Ballarat,3 Other,34 Wholesale,341 Any Wholesale,8
2017,June,Ballarat,3 Other,35 Warehousing/storage,351 Warehousing/Storage,43
2017,June,Ballarat,3 Other,36 Manufacturing,361 Factory,45
2017,June,Ballarat,3 Other,36 Manufacturing,362 Any Manufacturing,21
2017,June,Ballarat,3 Other,37 Agricultural,371 Farmland/Agricultural,9
2017,June,Ballarat,3 Other,37 Agricultural,373 Other Agricultural,14
2017,June,Ballarat,3 Other,38 Recreational,381 Licensed Premises,117
2017,June,Ballarat,3 Other,38 Recreational,382 Tab,1
2017,June,Ballarat,3 Other,38 Recreational,383 Cinema,1
2017,June,Ballarat,3 Other,38 Recreational,384 Sport Area/Facility,71
2017,June,Ballarat,3 Other,38 Recreational,385 Gaming Venue,12
2017,June,Ballarat,3 Other,38 Recreational,386 Other Rec./Sports,52
2017,June,Ballarat,3 Other,39 Other location,392 Other Location (Not Elsewhere),136
2017,June,Ballarat,3 Other,39 Other location,393 Construction Site,29
2017,June,Ballarat,3 Other,39 Other location,394 Veterinary Clinic,2
2017,June,Banyule,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,398
2017,June,Banyule,1 Residential,11 Dwelling - private,112 House,1961
2017,June,Banyule,1 Residential,11 Dwelling - private,113 Bungalow,5
2017,June,Banyule,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,1
2017,June,Banyule,1 Residential,11 Dwelling - private,116 Ministry Of Housing,37
2017,June,Banyule,1 Residential,11 Dwelling - private,117 Farm House,1
2017,June,Banyule,1 Residential,12 Dwelling  - non-private,121 Boarding House,3
2017,June,Banyule,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2017,June,Banyule,1 Residential,12 Dwelling  - non-private,124 Nursing Home,6
2017,June,Banyule,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,3
2017,June,Banyule,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,11
2017,June,Banyule,1 Residential,13 Grounds/surrounding land,132 Backyard,53
2017,June,Banyule,1 Residential,13 Grounds/surrounding land,133 Frontyard,169
2017,June,Banyule,1 Residential,13 Grounds/surrounding land,134 Garage,112
2017,June,Banyule,1 Residential,13 Grounds/surrounding land,135 Shed,25
2017,June,Banyule,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,51
2017,June,Banyule,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),21
2017,June,Banyule,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,424
2017,June,Banyule,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,41
2017,June,Banyule,2 Community,21 Education,211 School,43
2017,June,Banyule,2 Community,21 Education,212 School Grounds,29
2017,June,Banyule,2 Community,21 Education,213 Other Educational,14
2017,June,Banyule,2 Community,22 Health,221 Hospital,73
2017,June,Banyule,2 Community,22 Health,222 Medical Centre,21
2017,June,Banyule,2 Community,22 Health,223 Dental,1
2017,June,Banyule,2 Community,22 Health,224 Other Health,21
2017,June,Banyule,2 Community,23 Religious,231 Church,7
2017,June,Banyule,2 Community,23 Religious,232 Other religious,3
2017,June,Banyule,2 Community,24 Public Transport,241 Train,12
2017,June,Banyule,2 Community,24 Public Transport,242 Train Station,100
2017,June,Banyule,2 Community,24 Public Transport,243 Railway Carpark,74
2017,June,Banyule,2 Community,24 Public Transport,244 Tram/Tram Stop,3
2017,June,Banyule,2 Community,24 Public Transport,245 Bus/Bus Stop,19
2017,June,Banyule,2 Community,24 Public Transport,246 Depot/Terminal,1
2017,June,Banyule,2 Community,24 Public Transport,249 Taxi,3
2017,June,Banyule,2 Community,25 Other Transport,251 Private Car,15
2017,June,Banyule,2 Community,25 Other Transport,255 Carpark (Single Level),158
2017,June,Banyule,2 Community,25 Other Transport,256 Carpark (Multi Level),26
2017,June,Banyule,2 Community,25 Other Transport,257 Other Transport Type/Area,7
2017,June,Banyule,2 Community,26 Justice,261 Police Station,139
2017,June,Banyule,2 Community,26 Justice,262 Court,409
2017,June,Banyule,2 Community,26 Justice,265 Other Justice Facility,10
2017,June,Banyule,2 Community,26 Justice,269 Other Justice (nec),8
2017,June,Banyule,2 Community,27 Open Space,271 Parkland/Reserve,58
2017,June,Banyule,2 Community,27 Open Space,273 Vacant Block,3
2017,June,Banyule,2 Community,27 Open Space,275 Other Open Space,6
2017,June,Banyule,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1309
2017,June,Banyule,2 Community,29 Other community location,292 Civic Centre,4
2017,June,Banyule,2 Community,29 Other community location,294 Car Wash,6
2017,June,Banyule,3 Other,31 Admin/professional,311 Business Office,44
2017,June,Banyule,3 Other,31 Admin/professional,312 Other Admin/Professional,12
2017,June,Banyule,3 Other,32 Financial,321 Bank,8
2017,June,Banyule,3 Other,32 Financial,323 ATM/Eftpos,2
2017,June,Banyule,3 Other,32 Financial,324 Other Financial,2
2017,June,Banyule,3 Other,33 Retail,331 Chemist/Pharmacy,41
2017,June,Banyule,3 Other,33 Retail,3310 24Hr Convenience,16
2017,June,Banyule,3 Other,33 Retail,3311 Restaurant/Fastfood,108
2017,June,Banyule,3 Other,33 Retail,3312 Other Retail,230
2017,June,Banyule,3 Other,33 Retail,332 Service Station,115
2017,June,Banyule,3 Other,33 Retail,333 Jeweller,2
2017,June,Banyule,3 Other,33 Retail,334 2nd Hand Dealer,14
2017,June,Banyule,3 Other,33 Retail,335 Supermarket,167
2017,June,Banyule,3 Other,33 Retail,336 Department Store,25
2017,June,Banyule,3 Other,33 Retail,337 Shopping Complex,197
2017,June,Banyule,3 Other,33 Retail,338 Car Sales Yard,20
2017,June,Banyule,3 Other,33 Retail,339 Milkbar,7
2017,June,Banyule,3 Other,34 Wholesale,341 Any Wholesale,2
2017,June,Banyule,3 Other,35 Warehousing/storage,351 Warehousing/Storage,10
2017,June,Banyule,3 Other,36 Manufacturing,361 Factory,47
2017,June,Banyule,3 Other,36 Manufacturing,362 Any Manufacturing,4
2017,June,Banyule,3 Other,37 Agricultural,373 Other Agricultural,4
2017,June,Banyule,3 Other,38 Recreational,381 Licensed Premises,65
2017,June,Banyule,3 Other,38 Recreational,382 Tab,2
2017,June,Banyule,3 Other,38 Recreational,384 Sport Area/Facility,49
2017,June,Banyule,3 Other,38 Recreational,385 Gaming Venue,11
2017,June,Banyule,3 Other,38 Recreational,386 Other Rec./Sports,26
2017,June,Banyule,3 Other,39 Other location,392 Other Location (Not Elsewhere),80
2017,June,Banyule,3 Other,39 Other location,393 Construction Site,25
2017,June,Banyule,3 Other,39 Other location,394 Veterinary Clinic,1
2017,June,Bass Coast,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,53
2017,June,Bass Coast,1 Residential,11 Dwelling - private,112 House,539
2017,June,Bass Coast,1 Residential,11 Dwelling - private,113 Bungalow,3
2017,June,Bass Coast,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,32
2017,June,Bass Coast,1 Residential,11 Dwelling - private,116 Ministry Of Housing,4
2017,June,Bass Coast,1 Residential,11 Dwelling - private,117 Farm House,4
2017,June,Bass Coast,1 Residential,12 Dwelling  - non-private,122 Holiday Home,64
2017,June,Bass Coast,1 Residential,12 Dwelling  - non-private,123 Guest House,4
2017,June,Bass Coast,1 Residential,12 Dwelling  - non-private,124 Nursing Home,3
2017,June,Bass Coast,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,5
2017,June,Bass Coast,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,2
2017,June,Bass Coast,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2017,June,Bass Coast,1 Residential,13 Grounds/surrounding land,132 Backyard,35
2017,June,Bass Coast,1 Residential,13 Grounds/surrounding land,133 Frontyard,104
2017,June,Bass Coast,1 Residential,13 Grounds/surrounding land,134 Garage,21
2017,June,Bass Coast,1 Residential,13 Grounds/surrounding land,135 Shed,31
2017,June,Bass Coast,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,6
2017,June,Bass Coast,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),10
2017,June,Bass Coast,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,83
2017,June,Bass Coast,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,7
2017,June,Bass Coast,2 Community,21 Education,211 School,11
2017,June,Bass Coast,2 Community,21 Education,212 School Grounds,9
2017,June,Bass Coast,2 Community,21 Education,213 Other Educational,5
2017,June,Bass Coast,2 Community,22 Health,221 Hospital,11
2017,June,Bass Coast,2 Community,22 Health,222 Medical Centre,1
2017,June,Bass Coast,2 Community,22 Health,224 Other Health,1
2017,June,Bass Coast,2 Community,23 Religious,231 Church,3
2017,June,Bass Coast,2 Community,23 Religious,232 Other religious,2
2017,June,Bass Coast,2 Community,24 Public Transport,245 Bus/Bus Stop,6
2017,June,Bass Coast,2 Community,24 Public Transport,249 Taxi,1
2017,June,Bass Coast,2 Community,25 Other Transport,251 Private Car,1
2017,June,Bass Coast,2 Community,25 Other Transport,254 Dock/Wharf,2
2017,June,Bass Coast,2 Community,25 Other Transport,255 Carpark (Single Level),34
2017,June,Bass Coast,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2017,June,Bass Coast,2 Community,26 Justice,261 Police Station,17
2017,June,Bass Coast,2 Community,26 Justice,262 Court,8
2017,June,Bass Coast,2 Community,27 Open Space,271 Parkland/Reserve,25
2017,June,Bass Coast,2 Community,27 Open Space,272 Rural,3
2017,June,Bass Coast,2 Community,27 Open Space,273 Vacant Block,1
2017,June,Bass Coast,2 Community,27 Open Space,274 Beach Foreshore,28
2017,June,Bass Coast,2 Community,27 Open Space,275 Other Open Space,12
2017,June,Bass Coast,2 Community,27 Open Space,276 Beach Car Park,13
2017,June,Bass Coast,2 Community,28 Street/footpath,281 Street/Lane/Footpath,293
2017,June,Bass Coast,2 Community,29 Other community location,291 Cemetery,2
2017,June,Bass Coast,2 Community,29 Other community location,292 Civic Centre,3
2017,June,Bass Coast,2 Community,29 Other community location,294 Car Wash,2
2017,June,Bass Coast,3 Other,31 Admin/professional,311 Business Office,11
2017,June,Bass Coast,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2017,June,Bass Coast,3 Other,32 Financial,321 Bank,1
2017,June,Bass Coast,3 Other,33 Retail,331 Chemist/Pharmacy,7
2017,June,Bass Coast,3 Other,33 Retail,3310 24Hr Convenience,1
2017,June,Bass Coast,3 Other,33 Retail,3311 Restaurant/Fastfood,45
2017,June,Bass Coast,3 Other,33 Retail,3312 Other Retail,105
2017,June,Bass Coast,3 Other,33 Retail,332 Service Station,43
2017,June,Bass Coast,3 Other,33 Retail,333 Jeweller,1
2017,June,Bass Coast,3 Other,33 Retail,334 2nd Hand Dealer,1
2017,June,Bass Coast,3 Other,33 Retail,335 Supermarket,33
2017,June,Bass Coast,3 Other,33 Retail,336 Department Store,17
2017,June,Bass Coast,3 Other,33 Retail,337 Shopping Complex,14
2017,June,Bass Coast,3 Other,33 Retail,338 Car Sales Yard,4
2017,June,Bass Coast,3 Other,33 Retail,339 Milkbar,5
2017,June,Bass Coast,3 Other,34 Wholesale,341 Any Wholesale,2
2017,June,Bass Coast,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2017,June,Bass Coast,3 Other,36 Manufacturing,361 Factory,11
2017,June,Bass Coast,3 Other,36 Manufacturing,362 Any Manufacturing,2
2017,June,Bass Coast,3 Other,37 Agricultural,371 Farmland/Agricultural,11
2017,June,Bass Coast,3 Other,37 Agricultural,373 Other Agricultural,3
2017,June,Bass Coast,3 Other,38 Recreational,381 Licensed Premises,59
2017,June,Bass Coast,3 Other,38 Recreational,384 Sport Area/Facility,18
2017,June,Bass Coast,3 Other,38 Recreational,386 Other Rec./Sports,19
2017,June,Bass Coast,3 Other,39 Other location,392 Other Location (Not Elsewhere),26
2017,June,Bass Coast,3 Other,39 Other location,393 Construction Site,2
2017,June,Bass Coast,3 Other,39 Other location,394 Veterinary Clinic,1
2017,June,Baw Baw,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,76
2017,June,Baw Baw,1 Residential,11 Dwelling - private,112 House,751
2017,June,Baw Baw,1 Residential,11 Dwelling - private,113 Bungalow,14
2017,June,Baw Baw,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,14
2017,June,Baw Baw,1 Residential,11 Dwelling - private,116 Ministry Of Housing,5
2017,June,Baw Baw,1 Residential,11 Dwelling - private,117 Farm House,28
2017,June,Baw Baw,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2017,June,Baw Baw,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2017,June,Baw Baw,1 Residential,12 Dwelling  - non-private,124 Nursing Home,3
2017,June,Baw Baw,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,14
2017,June,Baw Baw,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,9
2017,June,Baw Baw,1 Residential,13 Grounds/surrounding land,1310 Farm Building,15
2017,June,Baw Baw,1 Residential,13 Grounds/surrounding land,132 Backyard,36
2017,June,Baw Baw,1 Residential,13 Grounds/surrounding land,133 Frontyard,93
2017,June,Baw Baw,1 Residential,13 Grounds/surrounding land,134 Garage,25
2017,June,Baw Baw,1 Residential,13 Grounds/surrounding land,135 Shed,45
